# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "featureGenecount.txt" "SRR10551657.fastqAligned.out.sorted.bam" "SRR10551658.fastqAligned.out.sorted.bam" "SRR10551659.fastqAligned.out.sorted.bam" "SRR10551660.fastqAligned.out.sorted.bam" "SRR10551661.fastqAligned.out.sorted.bam" "SRR10551662.fastqAligned.out.sorted.bam" "SRR10551663.fastqAligned.out.sorted.bam" "SRR10551664.fastqAligned.out.sorted.bam" "SRR10551665.fastqAligned.out.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657.fastqAligned.out.sorted.bam	SRR10551658.fastqAligned.out.sorted.bam	SRR10551659.fastqAligned.out.sorted.bam	SRR10551660.fastqAligned.out.sorted.bam	SRR10551661.fastqAligned.out.sorted.bam	SRR10551662.fastqAligned.out.sorted.bam	SRR10551663.fastqAligned.out.sorted.bam	SRR10551664.fastqAligned.out.sorted.bam	SRR10551665.fastqAligned.out.sorted.bam
YDR389W	NC_001136.10	1252537	1254501	+	1965	107	69	74	181	142	94	142	164	156
YDR390C	NC_001136.10	1254937	1256847	-	1911	148	83	115	138	129	53	97	119	106
YNCD0027C	NC_001136.10	1257008	1257079	-	72	4	3	3	2	1	0	2	2	2
YDR391C	NC_001136.10	1257358	1258056	-	699	37	16	19	45	27	18	78	110	110
YDR392W	NC_001136.10	1258696	1259709	+	1014	72	58	57	92	100	52	65	85	95
YDR393W	NC_001136.10	1259901	1261271	+	1371	135	72	84	132	121	49	76	89	77
YDR394W	NC_001136.10	1261681	1262967	+	1287	590	438	500	565	445	283	197	301	287
YDR395W	NC_001136.10	1263324	1266158	+	2835	88	71	64	257	134	153	121	151	184
YDR397C	NC_001136.10;NC_001136.10	1266366;1266862	1266769;1266898	-;-	441	73	72	65	64	67	32	37	57	61
YDR398W	NC_001136.10	1267471	1269402	+	1932	113	65	72	181	170	82	87	119	118
YDR399W	NC_001136.10	1270068	1270733	+	666	123	87	100	521	367	193	202	271	274
YDR400W	NC_001136.10	1271063	1272085	+	1023	24	25	21	167	184	73	61	67	51
YDR402C	NC_001136.10	1272234	1273703	-	1470	17	29	27	22	17	7	10	14	17
YDR403W	NC_001136.10	1274602	1276212	+	1611	357	272	315	32	21	17	20	28	23
YDR404C	NC_001136.10	1276654	1277169	-	516	59	52	46	86	72	61	57	70	52
YDR405W	NC_001136.10	1277646	1278437	+	792	361	274	312	124	212	48	61	48	65
YDR406W	NC_001136.10	1279210	1283799	+	4590	511	378	425	260	295	201	1451	1717	1568
YDR407C	NC_001136.10	1284069	1287938	-	3870	78	60	68	190	122	55	105	134	139
YDR408C	NC_001136.10	1288215	1288859	-	645	78	53	80	187	164	108	82	86	87
YDR409W	NC_001136.10	1289406	1292120	+	2715	57	38	38	47	70	14	72	68	75
YDR410C	NC_001136.10	1292372	1293091	-	720	40	33	27	50	41	36	42	54	35
YDR411C	NC_001136.10	1293369	1294394	-	1026	99	78	108	148	189	98	65	70	79
YDR412W	NC_001136.10	1294693	1295400	+	708	86	55	64	108	163	23	39	68	60
YDR414C	NC_001136.10	1295598	1296686	-	1089	23	18	18	77	68	56	30	50	39
YDR415C	NC_001136.10	1297037	1298161	-	1125	27	26	18	87	46	49	33	46	51
YDR416W	NC_001136.10	1298432	1301011	+	2580	60	33	35	103	91	60	84	96	91
YDR418W	NC_001136.10	1301616	1302113	+	498	472	286	301	1151	798	540	408	478	488
YDR419W	NC_001136.10	1303174	1305072	+	1899	37	23	29	84	53	37	107	119	107
YNCD0028W	NC_001136.10	1305630	1305712	+	83	0	0	0	0	1	0	0	0	0
YDR420W	NC_001136.10	1306267	1311675	+	5409	115	84	81	265	373	152	374	407	419
YDR421W	NC_001136.10	1312040	1314892	+	2853	98	86	71	250	202	93	110	135	136
YDR422C	NC_001136.10	1315326	1317773	-	2448	107	69	72	150	121	83	186	177	187
YDR423C	NC_001136.10	1318046	1319275	-	1230	65	49	63	61	68	30	65	64	68
YDR424C	NC_001136.10;NC_001136.10;NC_001136.10	1319387;1319698;1319817	1319617;1319720;1319841	-;-;-	279	139	120	118	127	168	43	68	101	102
YDR425W	NC_001136.10	1320064	1321941	+	1878	76	51	39	106	119	23	110	126	136
YDR427W	NC_001136.10	1322205	1323386	+	1182	516	314	349	399	343	178	141	200	214
YDR428C	NC_001136.10	1323454	1324239	-	786	29	18	10	32	22	10	12	24	16
YDR429C	NC_001136.10	1324477	1325301	-	825	355	251	291	346	403	115	140	153	173
YDR430C	NC_001136.10	1325501	1328470	-	2970	227	171	164	110	87	55	146	145	151
YDR432W	NC_001136.10	1328783	1330027	+	1245	774	548	748	146	207	94	116	123	117
YDR434W	NC_001136.10	1331237	1332841	+	1605	46	36	41	151	111	84	79	91	102
YDR435C	NC_001136.10	1332983	1333969	-	987	74	51	54	103	75	78	96	133	105
YDR436W	NC_001136.10	1334821	1336953	+	2133	51	39	33	79	69	53	141	121	103
YDR437W	NC_001136.10	1337352	1337774	+	423	1	4	7	6	4	4	14	11	10
YDR438W	NC_001136.10	1338274	1339386	+	1113	39	26	27	49	41	39	107	128	91
YDR439W	NC_001136.10	1339676	1340719	+	1044	26	21	6	35	32	8	33	38	40
YDR440W	NC_001136.10	1342493	1344241	+	1749	40	36	43	60	60	19	31	43	45
YDR441C	NC_001136.10	1344517	1345062	-	546	52	35	48	124	79	110	61	65	89
YDR443C	NC_001136.10	1345676	1349938	-	4263	105	39	61	174	113	85	157	204	169
YDR444W	NC_001136.10	1350290	1352353	+	2064	136	90	87	138	123	67	137	179	182
YNCD0029C	NC_001136.10	1352466	1352538	-	73	0	1	0	0	0	0	0	0	0
YDR446W	NC_001136.10	1353725	1354633	+	909	20	13	13	2	6	1	3	1	1
YDR447C	NC_001136.10;NC_001136.10	1354829;1355551	1355236;1355553	-;-	411	815	491	478	765	669	262	206	258	285
YDR448W	NC_001136.10	1356065	1357369	+	1305	55	29	26	41	58	28	29	38	28
YDR449C	NC_001136.10	1357580	1358902	-	1323	20	7	18	42	46	8	24	27	20
YDR450W	NC_001136.10;NC_001136.10	1359923;1360405	1359969;1360798	+;+	441	553	282	298	992	637	365	274	393	375
YDR451C	NC_001136.10	1361120	1362181	-	1062	71	38	45	104	55	53	22	40	32
YDR452W	NC_001136.10	1362878	1364902	+	2025	707	585	613	411	556	195	307	415	357
YDR453C	NC_001136.10	1365072	1365662	-	591	38	20	21	28	33	18	28	33	29
YDR454C	NC_001136.10	1366264	1366827	-	564	149	51	99	178	154	114	116	121	137
YDR456W	NC_001136.10	1367485	1369386	+	1902	413	246	282	531	326	421	570	591	475
YDR457W	NC_001136.10	1369790	1379596	+	9807	690	460	531	1004	701	580	1234	1307	1323
YDR458C	NC_001136.10	1380055	1382046	-	1992	286	158	195	186	290	52	174	213	249
YDR459C	NC_001136.10	1382319	1383443	-	1125	32	15	24	52	37	27	52	69	58
YDR460W	NC_001136.10	1383811	1384776	+	966	107	54	69	79	112	29	55	72	59
YDR461W	NC_001136.10	1385176	1385286	+	111	159	104	109	57	55	21	20	32	40
YDR461C-A	NC_001136.10	1385524	1385766	-	243	161	109	146	41	65	15	26	37	36
YDR462W	NC_001136.10	1386073	1386516	+	444	84	53	52	77	96	30	27	56	30
YDR463W	NC_001136.10	1386816	1388375	+	1560	465	306	376	181	201	50	180	192	220
YDR464W	NC_001136.10	1388872	1393179	+	4308	441	268	343	203	483	58	235	286	297
YDR465C	NC_001136.10	1393336	1394574	-	1239	25	21	15	75	50	38	45	38	43
YDR466W	NC_001136.10	1395121	1397817	+	2697	153	95	93	185	158	56	197	231	237
YDR468C	NC_001136.10	1398026	1398700	-	675	57	41	49	77	70	26	42	66	68
YDR469W	NC_001136.10	1399015	1399542	+	528	45	25	41	42	52	13	19	32	40
YDR470C	NC_001136.10	1399706	1401214	-	1509	113	80	75	126	104	67	88	89	94
YDR471W	NC_001136.10;NC_001136.10	1401770;1402185	1401800;1402564	+;+	411	337	165	186	582	437	247	158	182	213
YNCD0030W	NC_001136.10	1402919	1403042	+	124	239	193	254	172	191	223	74	61	58
YDR472W	NC_001136.10	1403322	1404173	+	852	121	95	72	247	204	174	75	93	88
YDR473C	NC_001136.10	1404445	1405854	-	1410	177	131	157	139	261	27	96	123	140
YDR475C	NC_001136.10	1407464	1410094	-	2631	120	74	93	131	108	81	246	255	260
YDR476C	NC_001136.10	1410453	1411127	-	675	39	21	30	90	51	66	76	64	51
YDR477W	NC_001136.10	1412373	1414274	+	1902	126	99	93	68	76	41	94	73	81
YDR478W	NC_001136.10	1414575	1415171	+	597	38	27	33	33	43	15	21	34	32
YDR479C	NC_001136.10	1415210	1416874	-	1665	178	133	170	86	98	54	94	132	118
YDR480W	NC_001136.10	1417399	1418370	+	972	33	23	19	46	30	22	30	34	31
YDR481C	NC_001136.10	1418550	1420250	-	1701	176	130	120	248	178	120	263	298	302
YDR482C	NC_001136.10	1420431	1420838	-	408	73	47	75	40	41	21	26	41	40
YDR483W	NC_001136.10	1421157	1422485	+	1329	325	214	214	633	367	421	604	618	533
YDR484W	NC_001136.10	1422763	1424688	+	1926	67	48	34	73	78	21	67	79	73
YDR485C	NC_001136.10	1424820	1427207	-	2388	361	260	285	229	479	52	152	239	210
YDR486C	NC_001136.10	1427431	1428120	-	690	100	66	82	148	114	35	66	93	95
YDR487C	NC_001136.10	1428354	1428980	-	627	635	422	425	856	699	491	298	341	330
YDR488C	NC_001136.10	1429188	1430789	-	1602	21	12	10	18	17	16	12	5	4
YDR489W	NC_001136.10	1431012	1431896	+	885	24	19	20	33	24	16	13	19	16
YDR490C	NC_001136.10	1431968	1434268	-	2301	203	115	110	89	128	69	132	146	140
YDR492W	NC_001136.10	1434924	1435874	+	951	125	65	114	456	426	231	592	559	523
YDR493W	NC_001136.10	1436217	1436588	+	372	100	81	60	73	93	38	31	38	47
YDR494W	NC_001136.10	1436930	1438015	+	1086	230	182	198	256	233	62	106	150	206
YDR495C	NC_001136.10	1438115	1441150	-	3036	293	177	214	216	262	46	111	148	172
YDR496C	NC_001136.10	1441433	1443403	-	1971	145	84	88	249	210	61	86	107	130
YDR497C	NC_001136.10	1443713	1445467	-	1755	479	355	402	1034	1008	629	467	527	511
YDR498C	NC_001136.10	1445843	1446994	-	1152	77	34	42	109	72	48	52	63	58
YDR499W	NC_001136.10	1447830	1450073	+	2244	75	51	43	139	132	34	91	110	121
YDR500C	NC_001136.10;NC_001136.10	1450198;1450847	1450457;1450853	-;-	267	561	396	417	671	584	342	197	243	237
YDR501W	NC_001136.10	1451353	1452918	+	1566	24	22	20	24	28	20	11	16	7
YDR502C	NC_001136.10	1453310	1454464	-	1155	126	59	79	174	109	129	141	160	125
YDR503C	NC_001136.10	1455042	1455866	-	825	13	14	13	49	32	15	18	32	17
YDR504C	NC_001136.10	1456311	1456694	-	384	69	59	73	83	92	22	85	81	81
YDR505C	NC_001136.10	1456695	1459220	-	2526	330	273	298	582	431	214	502	638	637
YDR506C	NC_001136.10	1459728	1461554	-	1827	16	17	12	64	38	50	61	87	78
YNCD0031C	NC_001136.10;NC_001136.10	1461715;1461792	1461758;1461829	-;-	82	0	0	1	0	0	2	0	1	0
YDR507C	NC_001136.10	1462358	1465786	-	3429	276	155	180	279	300	106	62	80	93
YDR508C	NC_001136.10	1466453	1468444	-	1992	25	16	15	64	61	27	16	22	9
YDR510W	NC_001136.10	1469400	1469705	+	306	391	256	234	366	397	158	168	241	237
YDR511W	NC_001136.10	1470017	1470418	+	402	181	147	158	133	150	55	40	46	55
YDR512C	NC_001136.10	1470500	1471063	-	564	191	143	142	136	156	65	45	60	56
YDR513W	NC_001136.10	1471017	1471448	+	432	1016	730	769	984	883	596	373	506	526
YDR514C	NC_001136.10	1471548	1472999	-	1452	46	26	38	92	74	40	34	63	47
YDR515W	NC_001136.10	1473429	1474772	+	1344	202	134	133	205	239	29	54	68	90
YDR516C	NC_001136.10	1474974	1476476	-	1503	501	361	417	568	651	347	604	725	594
YDR517W	NC_001136.10	1477239	1478357	+	1119	62	31	28	140	127	89	128	153	124
YDR518W	NC_001136.10	1478608	1480161	+	1554	60	48	59	115	97	61	65	107	93
YDR519W	NC_001136.10	1480425	1480832	+	408	47	34	40	169	172	86	69	59	63
YDR520C	NC_001136.10	1481085	1483403	-	2319	63	40	34	117	98	51	82	106	102
YDR522C	NC_001136.10	1483795	1485303	-	1509	11	6	6	13	14	15	11	18	11
YDR523C	NC_001136.10	1485566	1487038	-	1473	52	39	40	34	39	14	47	68	50
YDR524C	NC_001136.10	1487542	1488990	-	1449	80	60	60	136	98	66	159	163	187
YDR524W-C	NC_001136.10	1489403	1489492	+	90	2791	2403	2925	1856	1994	686	668	631	574
YDR524C-B	NC_001136.10	1489598	1489798	-	201	3105	1885	2008	5282	4334	2313	1262	1469	1354
YDR525W	NC_001136.10	1489905	1490234	+	330	6	3	3	4	2	0	0	5	0
YDR525W-A	NC_001136.10	1490596	1490835	+	240	200	129	173	117	97	104	63	65	68
YDR527W	NC_001136.10	1491094	1492413	+	1320	411	316	349	162	215	57	134	158	154
YNCD0032C	NC_001136.10	1492477	1493026	-	550	209	166	191	149	122	239	321	298	329
YDR528W	NC_001136.10	1494586	1495857	+	1272	112	76	78	175	209	43	73	69	81
YDR529C	NC_001136.10	1496165	1496548	-	384	5173	3919	4440	2624	3721	1055	695	895	916
YDR530C	NC_001136.10	1496791	1497768	-	978	156	100	141	223	219	134	191	235	245
YDR531W	NC_001136.10	1498232	1499335	+	1104	47	45	37	126	74	68	47	64	51
YDR532C	NC_001136.10	1499396	1500553	-	1158	146	102	105	112	194	13	32	62	55
YDR533C	NC_001136.10	1501447	1502160	-	714	1822	1195	1296	2196	1624	1427	1463	1778	1676
YDR534C	NC_001136.10	1503314	1504900	-	1587	32	15	27	17	11	10	20	18	14
YDR536W	NC_001136.10	1508005	1509714	+	1710	420	215	268	715	553	447	71	66	67
YDR538W	NC_001136.10	1510902	1511630	+	729	14	10	15	51	26	21	30	27	31
YDR539W	NC_001136.10	1512094	1513605	+	1512	80	61	51	189	121	123	141	187	186
YDR540C	NC_001136.10	1517136	1517675	-	540	29	18	26	18	42	3	25	29	34
YDR541C	NC_001136.10	1519664	1520698	-	1035	41	18	15	67	42	34	85	111	100
YDR542W	NC_001136.10	1523249	1523611	+	363	1	0	3	0	2	0	2	1	0
YDR545W	NC_001136.10	1526321	1531711	+	5391	11	2	2	2	10	1	4	4	3
YEL077C	NC_001137.3	264	4097	-	3834	1	1	0	1	2	1	2	3	0
YEL076C-A	NC_001137.3;NC_001137.3	4185;4602	4322;5114	-;-	651	0	0	0	0	0	0	0	0	0
YEL076C	NC_001137.3	4464	5114	-	651	0	0	0	0	0	0	0	0	0
YEL075C	NC_001137.3	5345	5713	-	369	0	0	0	0	0	0	0	0	0
YEL073C	NC_001137.3	7230	7553	-	324	0	0	0	31	34	17	27	33	36
YEL072W	NC_001137.3	13720	14415	+	696	0	0	0	142	135	75	56	81	69
YEL071W	NC_001137.3	16355	17845	+	1491	0	0	0	1055	739	610	184	206	166
YEL070W	NC_001137.3	19589	21097	+	1509	619	396	571	57	91	28	3	0	1
YEL069C	NC_001137.3	21537	23231	-	1695	492	339	403	594	947	351	1	4	1
YEL068C	NC_001137.3	25646	25978	-	333	29	16	19	47	43	37	25	46	54
YEL067C	NC_001137.3	26189	26776	-	588	7	6	2	21	10	9	8	11	16
YEL066W	NC_001137.3	26721	27206	+	486	62	24	38	214	165	150	87	103	115
YEL065W	NC_001137.3	27657	29543	+	1887	29	18	11	79	61	57	115	124	136
YEL064C	NC_001137.3	29797	31239	-	1443	29	10	13	100	56	83	94	90	76
YEL063C	NC_001137.3	31694	33466	-	1773	409	255	283	884	717	604	1473	1600	1426
YEL062W	NC_001137.3	34407	36254	+	1848	41	24	31	97	67	45	129	163	138
YEL061C	NC_001137.3	36535	39537	-	3003	162	104	97	152	191	28	64	74	129
YEL060C	NC_001137.3	40046	41953	-	1908	2927	1988	2481	859	1060	944	2523	2784	2933
YEL059C-A	NC_001137.3	42400	42624	-	225	81	47	47	35	64	18	19	29	26
YEL059W	NC_001137.3	42652	42960	+	309	12	8	7	12	17	5	15	13	16
YEL058W	NC_001137.3	43252	44925	+	1674	131	108	100	200	146	151	221	276	211
YEL057C	NC_001137.3	45020	45721	-	702	31	21	21	8	12	3	5	9	6
YEL056W	NC_001137.3	47168	48373	+	1206	60	40	51	84	63	58	49	54	43
YEL055C	NC_001137.3	48471	51539	-	3069	136	97	89	255	153	122	188	242	203
YNCE0001C	NC_001137.3	52150	52320	-	171	183	213	234	192	161	380	320	234	217
YEL054C	NC_001137.3	52721	53218	-	498	198	106	107	527	264	301	120	154	140
YEL053C	NC_001137.3	53901	56102	-	2202	71	45	40	156	110	51	59	80	79
YEL052W	NC_001137.3	56571	58100	+	1530	195	136	173	318	180	176	171	189	167
YEL051W	NC_001137.3	58378	59148	+	771	340	267	262	539	443	175	266	288	328
YEL050C	NC_001137.3	59670	60851	-	1182	235	168	186	278	266	144	144	181	152
YNCE0002W	NC_001137.3	61352	61433	+	82	12	8	6	7	2	5	32	26	48
YNCE0003W	NC_001137.3	61699	61789	+	91	5	4	4	5	6	0	0	0	0
YNCE0004C	NC_001137.3	61890	61960	-	71	5	3	1	2	2	0	0	0	0
YEL049W	NC_001137.3	63728	64090	+	363	2	6	3	5	4	3	16	11	7
YEL048C	NC_001137.3	64709	65167	-	459	5	2	2	34	8	20	3	7	7
YEL047C	NC_001137.3	65385	66797	-	1413	52	33	34	107	43	84	89	83	79
YEL046C	NC_001137.3	67629	68792	-	1164	56	30	40	155	76	109	121	150	126
YEL044W	NC_001137.3	69757	70257	+	501	77	60	71	37	45	39	53	53	43
YEL043W	NC_001137.3	70478	73348	+	2871	132	86	103	119	118	50	143	148	141
YEL042W	NC_001137.3	73771	75327	+	1557	156	83	110	215	124	125	88	100	84
YEL041W	NC_001137.3	75944	77431	+	1488	71	49	54	171	81	78	140	176	163
YEL040W	NC_001137.3	78053	79456	+	1404	36	29	39	28	25	21	26	22	18
YEL039C	NC_001137.3	79636	79977	-	342	3667	3182	3808	641	1037	141	502	678	860
YEL038W	NC_001137.3	80462	81145	+	684	85	58	96	56	49	50	88	68	79
YEL037C	NC_001137.3	81407	82603	-	1197	168	118	171	128	153	103	88	89	114
YEL036C	NC_001137.3	83050	84552	-	1503	129	78	87	101	134	53	78	76	78
YEL035C	NC_001137.3	85045	85545	-	501	16	3	5	6	8	3	10	15	9
YEL034W	NC_001137.3	85676	86149	+	474	798	430	491	1518	1081	854	1170	1298	1265
YEL033W	NC_001137.3	86179	86598	+	420	577	408	528	531	554	299	490	505	441
YNCE0005W	NC_001137.3	86604	86685	+	82	0	0	0	0	0	1	0	1	1
YEL032W	NC_001137.3	86937	89852	+	2916	61	49	50	129	89	88	164	159	155
YEL031W	NC_001137.3	90258	93905	+	3648	477	296	343	1064	655	865	540	567	482
YEL030W	NC_001137.3	94644	96578	+	1935	26	14	16	26	25	10	21	34	25
YEL029C	NC_001137.3	96858	97796	-	939	36	8	20	114	57	57	57	72	76
YEL028W	NC_001137.3	98668	99129	+	462	7	5	6	24	19	16	26	28	23
YNCE0006W	NC_001137.3	100133	100204	+	72	0	2	1	1	1	1	1	1	1
YEL027W	NC_001137.3	100769	101251	+	483	526	321	344	1365	914	822	922	1073	957
YEL026W	NC_001137.3	101943	102323	+	381	137	87	93	211	146	129	109	103	73
YEL025C	NC_001137.3	102581	106147	-	3567	94	58	69	249	193	169	177	187	206
YEL024W	NC_001137.3	107260	107907	+	648	644	436	527	2246	1345	1035	838	1021	956
YEL023C	NC_001137.3	108504	110552	-	2049	40	32	24	50	73	15	55	77	68
YEL022W	NC_001137.3	111421	115800	+	4380	68	41	37	174	108	79	114	162	147
YEL021W	NC_001137.3	116167	116970	+	804	74	52	66	120	108	63	80	88	87
YEL020W-A	NC_001137.3	117211	117474	+	264	328	237	249	275	274	78	68	75	101
YNCE0007C	NC_001137.3	117667	118035	-	369	398	312	372	341	500	677	394	425	375
YEL020C	NC_001137.3	118617	120299	-	1683	134	79	79	186	150	84	232	261	260
YEL019C	NC_001137.3	120498	121301	-	804	38	22	17	43	53	13	43	53	48
YEL018W	NC_001137.3	121471	122310	+	840	35	28	34	59	88	17	33	36	57
YEL017C-A	NC_001137.3	122798	122929	-	132	532	417	454	991	921	533	676	653	592
YEL017W	NC_001137.3	123657	124670	+	1014	38	23	25	36	25	27	26	21	24
YEL016C	NC_001137.3	124737	126218	-	1482	38	29	25	51	45	34	40	58	38
YEL015W	NC_001137.3	126629	128284	+	1656	68	57	38	113	71	48	52	67	88
YEL014C	NC_001137.3	128303	128608	-	306	16	7	10	15	15	7	14	12	11
YEL013W	NC_001137.3	128825	130561	+	1737	170	101	107	244	138	163	214	214	221
YNCE0008C	NC_001137.3	131082	131153	-	72	1	2	1	0	0	0	1	0	1
YEL012W	NC_001137.3;NC_001137.3	131772;131900	131776;132551	+;+	657	491	346	433	485	636	167	235	265	311
YEL011W	NC_001137.3	133120	135234	+	2115	1893	1712	2093	385	542	224	611	734	720
YNCE0009C	NC_001137.3	135425	135497	-	73	6	3	2	0	1	1	0	0	0
YEL009C-A	NC_001137.3	136371	136778	-	408	17	16	24	5	4	4	7	7	4
YNCE0010W	NC_001137.3	138666	138737	+	72	2	1	0	1	2	2	1	1	2
YEL009C	NC_001137.3	138918	139763	-	846	4519	3004	3044	5658	4731	1893	2697	3268	3057
YEL008W	NC_001137.3	140512	140892	+	381	4	1	5	5	2	4	5	2	2
YEL007W	NC_001137.3	141892	143892	+	2001	361	229	280	168	265	66	114	124	139
YEL006W	NC_001137.3	144327	145334	+	1008	62	32	20	100	59	55	130	158	132
YEL005C	NC_001137.3	145907	146755	-	849	50	41	43	72	99	18	71	61	73
YEL004W	NC_001137.3	146951	147979	+	1029	32	17	16	53	49	23	38	55	41
YEL003W	NC_001137.3;NC_001137.3	148176;148283	148194;148599	+;+	336	186	110	105	80	173	7	40	42	66
YEL002C	NC_001137.3	148722	150014	-	1293	208	153	152	447	283	222	267	294	281
YEL001C	NC_001137.3	150301	150978	-	678	82	49	51	115	82	58	83	95	93
YER001W	NC_001137.3	153520	155808	+	2289	336	249	249	500	273	211	424	478	467
YER002W	NC_001137.3	156803	157498	+	696	596	421	439	344	606	24	100	106	139
YER003C	NC_001137.3;NC_001137.3	157736;159088	158994;159118	-;-	1290	150	122	139	292	241	169	98	101	105
YER004W	NC_001137.3	159580	160275	+	696	128	64	94	250	141	193	144	163	148
YER005W	NC_001137.3	160550	162442	+	1893	47	31	38	72	48	50	104	110	131
YER006W	NC_001137.3	162723	164285	+	1563	186	117	105	228	187	140	106	136	156
YER007W	NC_001137.3	164527	166083	+	1557	20	11	15	26	15	15	49	51	34
YER007C-A	NC_001137.3;NC_001137.3	166237;166875	166771;166885	-;-	546	64	38	42	101	95	43	44	59	45
YNCE0011C	NC_001137.3	167427	167586	-	160	116	135	160	280	220	428	136	108	164
YER008C	NC_001137.3	167808	171818	-	4011	472	381	419	294	496	76	291	347	351
YER009W	NC_001137.3	172115	172492	+	378	153	91	73	366	279	210	176	191	170
YER010C	NC_001137.3	172634	173338	-	705	57	57	46	83	77	33	155	159	165
YER011W	NC_001137.3	175248	176012	+	765	7	7	6	2	4	0	18	21	26
YNCE0012W	NC_001137.3	177099	177170	+	72	2	0	0	0	0	1	0	0	1
YER012W	NC_001137.3	177835	178431	+	597	373	240	281	540	390	173	164	231	207
YER013W	NC_001137.3	178841	182278	+	3438	162	111	127	175	189	77	190	216	201
YER014W	NC_001137.3	182600	184219	+	1620	45	16	25	74	50	38	52	73	61
YER014C-A	NC_001137.3;NC_001137.3	183731;184678	184169;184700	-;-	462	0	0	0	0	0	0	0	0	0
YER015W	NC_001137.3	184541	186775	+	2235	35	23	21	39	21	27	53	58	55
YER016W	NC_001137.3	188277	189311	+	1035	53	43	48	104	86	34	34	46	45
YER017C	NC_001137.3	189503	191788	-	2286	407	297	346	302	326	181	238	265	274
YER018C	NC_001137.3	191959	192624	-	666	71	45	79	45	44	43	29	33	33
YER019W	NC_001137.3	192797	194230	+	1434	48	39	48	38	49	41	36	49	49
YER019C-A	NC_001137.3	194273	194539	-	267	421	283	362	322	315	147	164	179	207
YER020W	NC_001137.3	195168	196517	+	1350	174	99	137	140	156	61	123	144	130
YER021W	NC_001137.3	196948	198519	+	1572	752	494	522	686	518	284	297	411	349
YER022W	NC_001137.3	198812	200875	+	2064	90	58	64	130	101	36	60	85	81
YER023W	NC_001137.3	201076	201936	+	861	131	86	74	100	112	71	114	117	106
YER024W	NC_001137.3	202192	204963	+	2772	180	107	105	244	190	159	121	125	109
YER025W	NC_001137.3	205251	206834	+	1584	236	162	180	407	278	239	272	328	317
YNCE0013W	NC_001137.3	207357	207428	+	72	9	4	9	2	6	4	3	5	4
YER026C	NC_001137.3	207644	208474	-	831	362	248	301	387	356	232	276	318	286
YER027C	NC_001137.3	208979	210232	-	1254	81	56	68	158	106	84	92	95	88
YER028C	NC_001137.3	210692	211876	-	1185	86	79	104	32	51	10	65	104	111
YER029C	NC_001137.3	212587	213177	-	591	200	155	179	78	158	29	67	72	62
YER030W	NC_001137.3	213437	213898	+	462	466	353	406	190	457	22	52	77	104
YER031C	NC_001137.3	214076	214747	-	672	93	60	72	174	122	82	90	140	141
YER032W	NC_001137.3	215063	217693	+	2631	47	32	34	72	58	15	34	47	64
YER033C	NC_001137.3	218057	221287	-	3231	308	261	282	76	121	37	150	168	200
YER034W	NC_001137.3	221846	222403	+	558	91	55	60	42	75	11	42	64	51
YER035W	NC_001137.3	222639	223076	+	438	413	256	318	219	299	121	344	409	384
YER036C	NC_001137.3	223367	225199	-	1833	285	209	257	556	363	366	579	734	659
YER037W	NC_001137.3	225889	226854	+	966	420	265	321	213	193	65	342	421	486
YER038C	NC_001137.3	226858	228252	-	1395	118	92	112	37	44	20	54	71	97
YER038W-A	NC_001137.3	228451	228831	+	381	0	0	1	1	1	0	4	2	1
YER039C	NC_001137.3	228456	229205	-	750	12	3	4	38	22	38	37	45	38
YER039C-A	NC_001137.3	229263	229481	-	219	6	7	3	29	16	18	31	36	33
YER040W	NC_001137.3	229795	231987	+	2193	51	36	37	123	110	48	136	123	159
YER041W	NC_001137.3	232461	234740	+	2280	49	23	30	53	53	25	60	75	98
YER042W	NC_001137.3	234937	235491	+	555	66	32	51	90	99	55	84	105	116
YER043C	NC_001137.3	235770	237119	-	1350	186	95	122	919	443	487	594	584	619
YER044C	NC_001137.3	237570	238016	-	447	493	423	447	476	388	249	459	533	602
YER044C-A	NC_001137.3;NC_001137.3	238460;239712	239623;239774	-;-	1227	5	1	3	31	23	14	14	16	15
YER045C	NC_001137.3	240032	241501	-	1470	289	191	261	528	544	205	329	398	409
YER046W	NC_001137.3	243180	243611	+	432	70	41	56	70	77	29	34	44	38
YER047C	NC_001137.3	243810	246503	-	2694	156	98	113	188	196	62	140	171	148
YER048C	NC_001137.3	246982	248157	-	1176	169	163	167	231	181	65	122	182	190
YNCE0014W	NC_001137.3	250286	250357	+	72	2	0	1	0	2	1	0	0	0
YER048W-A	NC_001137.3	250718	251002	+	285	53	50	30	175	166	77	39	54	52
YER049W	NC_001137.3	251728	253662	+	1935	65	51	33	241	130	117	145	146	167
YER050C	NC_001137.3	253971	254387	-	417	308	204	245	285	343	42	58	87	100
YER051W	NC_001137.3	254656	256134	+	1479	79	48	56	107	73	60	104	123	103
YER052C	NC_001137.3	256375	257958	-	1584	444	336	355	559	462	336	136	173	128
YER053C	NC_001137.3	258737	259639	-	903	9385	7265	8351	4011	5188	2103	1537	1682	1508
YER053C-A	NC_001137.3	260933	261046	-	114	541	408	408	581	681	332	681	786	747
